,sen1,sen2,sen3,colalab,colasc
5050,"In the article ""@PERSON1"" from Home: The Blueprints of Our Lives the mood created by the author is both loving and appriciative.","In the third paragraph, the author describes that the neighborhood, (mostly made up of Spanish, Cuban and Italian immagrants) would come together to help one another if they needed it, and how they could be like a family with out being blood related.","In the fourth paragraph explains how extended family members could rely on eachother, because they know that they would do the samething if someone else was in need of help.",LABEL_1,0.6149802207946777
5051,"Another way the mood can be loving, and appriciative, is in paragraph five.",Paragraph five shows that @PERSON1' parents would do anything to make their childrens lives better.,"in this case it was leaving friends, family, and work behind and moving to a totally different country.",LABEL_1,0.8105520009994507
5052,The overall mood of this excerpt from the book Home: The Blueprints of Our Lives by @PERSON1 is of love and gratitude.,"This article shows that @PERSON1 is looking back with love and warm memories in his mind, and there are many examples to show that this is true.","@PERSON1 described his home as ""(A) humble house where a Cuban feast (albeit a frugal Cuban feast) always filled the air with not just scent and music but with life and love"" this shows how loveingly he thought of his home because he talked of how the house was always filled with life and love.",LABEL_1,0.8103355169296265
5053,@PERSON1 constantly talks of his parents great sacrafices and he is eternally grateful.,"For example, he says ""I will always be grateful to my parents for their love and sacrafice.""",This peice also talks of his friendly home environment where everyone was welcome.,LABEL_1,0.645169198513031
5056,The mood created by the author in this memoir is happy and grateful.,@PERSON1 starts by explaining his love for his home and cuban traditions.,"""... my young parents created our traditional Cuban home, the very heart of which was the kitchen...",LABEL_1,0.8615161180496216
5058,"For example, ""It was here where I learned the real definition of ""family"".",The author shows that he learns family and is very thankful to his parents for that.,That's how the authors mood was.,LABEL_1,0.8037883043289185
5059,"In the memoir Home: The Blueprints of Our Lives, Narciso Rodriguez described their childhood home.",The author creates a mood in this memoir.,"The mood is created by description of the kindness of his neighbors, his gratitude toward his parents, and how his house was turned into a home.",LABEL_1,0.8652975559234619
5061,"There are alot of ways to describe the mood in this memoir, The mood created in the memoir is heartwarming.","One example is in paragraph @NUM1, when Narciso Rodriguez is describing his house, he says, ""here, the innocence of childhood, the congregation of family and friends, and endless celebrations that encompassed both, formed the backdrop to life in our warm home.""","@CAPS1 example is in paragraph @NUM2, when he says, ""growing up in this environment instilled in me a great sense that ""family"" had nothing to do with being a blood relative"".",LABEL_1,0.5691194534301758
5063,"All the different cultures of his neighborhood; Spanish, Cuban and Italian came together in a great solidarity and friendship.",The author is so thankful in fact that he's actually told his parents that he could have never done something as courageous as they did.,The mood of the memoir is so strong in a positive way because he also writes that there is no way for him to express his gratitude for the spirit of generosity impressed upon him at such an early age.,LABEL_1,0.8740720152854919
5064,His mood was also very appreciative.,"For example, ""They came selflessly, as many immigrants do, to give their children a better life, even though it meant leaving behind families..."".",The author is very thankful and appreciative to his parents that came to the United States from Cuba just for him.,LABEL_1,0.9115386009216307
5066,"In his memoir, Narciso Rodriguez portrays a happy mood.",First he says how grateful he is for the customs passed down to him.,"Rodriguez writes, ""My parents both shared cooking duties and unwittingly passed on to me there rich culinary skills and a love of cooking that is still with me today (And) for which I am eternally grateful).",LABEL_1,0.5425268411636353
